id,created,modified,name,description,source_id,icon,season_number,disc_number,credit_id,embed_id
91,2010-01-25 00:37:39+00,2020-03-29 03:11:56.179526+00,The Pez Dispenser/The Pick (Part I),"Kramer invents ""The Beach"" cologne.  Jerry tells him to run it by a guy in marketing at Calvin Klein, and Kramer does. The guy scoffs at the idea, but CK begins producing a cologne called ""The Ocean."" Without a patent, Kramer is powerless to seek recourse, but the folks at CK offer him a modeling contract, essentially in exchange for his silence. (This story line crosses two episodes. The Season, Disc, and Time information below is for ""The Pez Dispenser"" section. See Part II for the Season, Disc and Time information for ""The Pick."") THE VIDEO CLIP CONTAINS BOTH PARTS.",1,uploads/clip-icons/pez_dispenser_pick.jpg,3,3,,"<iframe width=""560"" height=""315"" src=""https://criticalcommons.org/embed?m=uoOPb2LGZ"" frameborder=""0"" allowfullscreen></iframe>"
65,2010-01-24 05:41:35+00,2020-03-29 03:16:50.633173+00,The Postponement,"Elaine is consulting a rabbi, who offers her Snackwell's Cookies.  He says he fears that knowing they're fat free may cause people to overindulge.  Making them fat-free lowers the price of eating them; consumers respond by eating more. ",1,uploads/clip-icons/postponement.jpg,7,1,,"<iframe width=""560"" height=""315"" src=""https://criticalcommons.org/embed?m=7AO0oKqqd"" frameborder=""0"" allowfullscreen></iframe>"
39,2010-01-24 03:44:50+00,2020-03-29 03:22:20.713889+00,The Revenge,"George is out of work after quitting his job and is considering a career change. The poor housing market has led to cyclical unemployment. George laments that unions control his desired job of movie projectionist (structural unemployment). He also would like to be a college professor, but requires more human capital (frictional unemployment).",1,uploads/clip-icons/revenge.jpg,2,4,,"<iframe width=""560"" height=""315"" src=""https://criticalcommons.org/embed?m=0D6MclEJt"" frameborder=""0"" allowfullscreen></iframe>"
3,2010-01-19 06:27:18+00,2020-03-29 03:23:12.825494+00,The Robbery,"Elaine is house sitting for Jerry.  Jerry explains the many flaws of his apartment.  George, a realtor, finds a new, bigger apartment for Jerry.  Elaine tries to get him to move so she can move into Jerry's old place.  “It's a dump,” she says, “but it's a step up for me.”",1,uploads/clip-icons/robbery.jpg,1,1,,"<iframe width=""560"" height=""315"" src=""https://criticalcommons.org/embed?m=K7tcSUKie"" frameborder=""0"" allowfullscreen></iframe>"
28,2010-01-24 03:10:40+00,2020-03-29 03:13:41.751204+00,The Pitch,Newman trades Kramer a helmet for a radar detector.  Jerry thinks Kramer is getting ripped off;  later Kramer tells Jerry that the radar detector didn't work!,1,uploads/clip-icons/pitch_ticket_clip1.jpg,4,1,,"<iframe width=""560"" height=""315"" src=""https://criticalcommons.org/embed?m=BYhxCITrN"" frameborder=""0"" allowfullscreen></iframe>"
56,2010-01-24 04:49:59+00,2020-03-29 03:14:44.602311+00,The Pledge Drive,"Jerry is hosting a pledge drive for a local PBS station.  His grandmother calls in to talk to him about some checks she's written him that bounced.  Kramer receives her call, and asks, ""You listen to the station, don't you?  Don't be a freeloader!”  He then announces that Jerry's grandmother, who is on a fixed income, has donated $1500 to the station.  Broadcast television is a pure public good—nonrival, nonexcludable, and with no commercials to fund its programs, relies on voluntary contributions to survive.  No wonder it's always on the verge of collapse! ",1,uploads/clip-icons/pledge_drive_clip1.jpg,6,1,,"<iframe width=""560"" height=""315"" src=""https://criticalcommons.org/embed?m=b213k7bAj"" frameborder=""0"" allowfullscreen></iframe>"
57,2010-01-24 05:05:25+00,2020-03-29 03:15:24.832315+00,The Pledge Drive,"Elaine's boss eats a candy bar with a fork and knife.  Soon, everyone is doing it.  The utility they get from eating this way depends on the number of other people doing it; they'd likely never do it if everyone else wasn't. ",1,uploads/clip-icons/pledge_drive_clip2.jpg,6,1,,"<iframe width=""560"" height=""315"" src=""https://criticalcommons.org/embed?m=ctcAa4yzq"" frameborder=""0"" allowfullscreen></iframe>"
6,2010-01-19 06:33:28+00,2020-03-29 03:16:00.399012+00,The Pony Remark,"In the coffee shop, Jerry and his friends discuss someone's rent-controlled apartment.  “50 years...they pay $300 a month.”  Later, there's a scene at the funeral home where they try to convince a grieving spouse to let them move into the apartment.",1,uploads/clip-icons/pony_remark.jpg,2,2,,"<iframe width=""560"" height=""315"" src=""https://criticalcommons.org/embed?m=BEZLKFQ14"" frameborder=""0"" allowfullscreen></iframe>"
80,2010-01-24 23:06:21+00,2020-03-29 03:28:22.758951+00,The Soul Mate,Elaine questions whether her boyfriend really means it when he says he doesn't want children until he has a vasectomy.,1,uploads/clip-icons/soul_mate.jpg,8,1,,"<iframe width=""560"" height=""315"" src=""https://criticalcommons.org/embed?m=InOYIJbdl"" frameborder=""0"" allowfullscreen></iframe>"
67,2010-01-24 05:52:40+00,2020-03-29 03:29:11.473097+00,The Soup Nazi,"The Soup Nazi makes delicious soup—so good there's always a line outside his shop.  He refuses service to Elaine, and by a stroke of luck she comes across his stash of soup recipes.  She visits his shop and informs him that his soup monopoly is broken, while waving his recipes in his face.  Also in this clip, George gets charged $2 for a roll that everyone else gets for free.  This example of price discrimination shows that in order to charge different customers different prices, you must have market power.  ",1,uploads/clip-icons/soup_nazi.jpg,7,1,,"<iframe width=""560"" height=""315"" src=""https://criticalcommons.org/embed?m=A3Kyny9lY"" frameborder=""0"" allowfullscreen></iframe>"
70,2010-01-24 06:03:27+00,2020-03-29 03:24:53.543626+00,The Rye,"Jerry desperately needs to buy a loaf of marble rye for George to return to Susan's parents.  However, the customer in front of him buys the last one from the bakery.  Jerry tries to negotiate a deal with the woman to purchase the bread, but she refuses.  In the end, he steals it from her.",1,uploads/clip-icons/marble_rye.jpg,7,2,,"<iframe width=""560"" height=""315"" src=""https://criticalcommons.org/embed?m=Mxmn1FsG5"" frameborder=""0"" allowfullscreen></iframe>"
71,2010-01-24 06:05:01+00,2020-03-29 03:26:38.642611+00,The Showerhead,"Jerry's parents have temporarily moved to New York, and now that telephone calls to Jerry are local, they call all the time.",1,uploads/clip-icons/showerhead_clip1.jpg,7,3,,"<iframe width=""560"" height=""315"" src=""https://criticalcommons.org/embed?m=2fXDAScfo"" frameborder=""0"" allowfullscreen></iframe>"
72,2010-01-24 06:07:47+00,2020-03-29 03:27:08.735211+00,The Showerhead,"Jerry's super is installing low-flow showerheads in the units in his building.  Anxious for relief, Kramer and Newman purchase powerful showerheads from a black marketeer.  ",1,uploads/clip-icons/showerhead_clip2.jpg,7,3,,"<iframe width=""560"" height=""315"" src=""https://criticalcommons.org/embed?m=IztnGwRzM"" frameborder=""0"" allowfullscreen></iframe>"
69,2010-01-24 05:58:54+00,2020-03-29 03:30:09.582163+00,The Sponge,"Hearing rumors that her birth control sponge has been pulled off the market, Elaine goes on a hunt for sponges based on the expectation of little future availability.  Her demand has increased--she buys a case of sponges. ",1,uploads/clip-icons/sponge_clip2.jpg,7,2,,"<iframe width=""560"" height=""315"" src=""https://criticalcommons.org/embed?m=OSUiiD3SC"" frameborder=""0"" allowfullscreen></iframe>"
68,2010-01-24 05:55:13+00,2020-03-29 03:30:47.056378+00,The Sponge,"Elaine's birth control sponge has been pulled off the market, and she's carefully hoarding her stash.  So is the man she's dating “spongeworthy?”  If she uses a sponge for him, she won't have it if a better opportunity comes along. ",1,uploads/clip-icons/sponge_clip1.jpg,7,2,,"<iframe width=""560"" height=""315"" src=""https://criticalcommons.org/embed?m=CYcVMye6D"" frameborder=""0"" allowfullscreen></iframe>"
2,2010-01-19 06:25:49+00,2020-03-29 03:31:29.509115+00,The Stakeout,"Jerry accompanies Elaine to a piano bar. He meets a girl he likes at the dinnertable, as a piano plays in the background.  She asks, ""How much do you suppose it'd take to get him to stop?"" Jerry says, ""I'm in for $5."" She replies, ""I'll supply the hat."" This is a private solution to the externality.",1,uploads/clip-icons/stakeout.jpg,1,1,,"<iframe width=""560"" height=""315"" src=""https://criticalcommons.org/embed?m=eUDrJ3PIY"" frameborder=""0"" allowfullscreen></iframe>"
5,2010-01-19 06:31:54+00,2020-03-29 03:35:26.822522+00,The Stock Tip,"In his monologue, Jerry discusses ordering a big meal and then the regret that comes when the check comes after you have eaten. The meal doesn't seem so valuable anymore.",1,uploads/clip-icons/stock_tip_clip2.jpg,1,1,,"<iframe width=""560"" height=""315"" src=""https://criticalcommons.org/embed?m=w7x8ZVw4a"" frameborder=""0"" allowfullscreen></iframe>"
14,2010-01-20 03:10:52+00,2020-03-29 03:33:09.051034+00,The Statue,"Jerry's maid comes.  Jerry feels guilty for not cleaning his own place.  He could, but he chooses not to.  The maid has a comparative advantage and may even have an absolute advantage.",1,uploads/clip-icons/statue.jpg,2,3,,"<iframe width=""560"" height=""315"" src=""https://criticalcommons.org/embed?m=3vinwJByz"" frameborder=""0"" allowfullscreen></iframe>"
41,2010-01-24 03:48:20+00,2020-03-29 03:33:47.073011+00,The Stock Tip,Jerry goes away with a new girlfriend for the weekend.  He finds that they both quickly tire of each other.  ,1,uploads/clip-icons/stock_tip_clip2_.jpg,1,1,,"<iframe width=""560"" height=""315"" src=""https://criticalcommons.org/embed?m=t9xHWOvel"" frameborder=""0"" allowfullscreen></iframe>"
88,2010-01-25 00:28:07+00,2020-03-29 03:36:46.640924+00,The Strike,"Elaine has eaten 23 bad sub sandwiches, and if she eats a 24th, she'll get one free.  She is determined to do it, even though Jerry advises her to ignore sunk costs and walk away.",1,uploads/clip-icons/strike_clip1.jpg,9,2,,"<iframe width=""560"" height=""315"" src=""https://criticalcommons.org/embed?m=ATFYjrNwn"" frameborder=""0"" allowfullscreen></iframe>"
89,2010-01-25 00:30:23+00,2020-03-29 03:37:20.71512+00,The Strike,"Kramer gets a phone call telling him that the strike at H&H bagels is over, and that he can return to work.  His union had been demanding $5.35 per hour, and H&H is now paying $5.35 per hour.  ",1,uploads/clip-icons/strike_clip2.jpg,9,2,,"<iframe width=""560"" height=""315"" src=""https://criticalcommons.org/embed?m=k7TRoWHrP"" frameborder=""0"" allowfullscreen></iframe>"
24,2010-01-20 04:04:03+00,2020-03-29 03:38:03.445439+00,The Suicide,"Jerry asks George to throw away Jerry's garbage.  George asks for $2.  Jerry offers 50 cents, and George refuses.  Jerry sets it down in front of Kramer's door and knocks.  Oddly, Kramer takes it.  ",1,uploads/clip-icons/suicide.jpg,3,3,,"<iframe width=""560"" height=""315"" src=""https://criticalcommons.org/embed?m=j2TqvLxTa"" frameborder=""0"" allowfullscreen></iframe>"
60,2010-01-24 05:18:48+00,2020-03-29 03:40:18.353654+00,The Switch,"Jerry is dating a girl but really wants to date her roommate.  George suggests that the only way to make the switch is to propose a menage a trois to his current girlfriend, which will turn her off and her roommate on.  Jerry follows through on George's plan, and finds that both girls are “into it.” But Jerry can't follow through—and George can't believe it.  To Jerry, the roommates are  substitutes; to George, they are complements.",1,uploads/clip-icons/switch.jpg,6,2,,"<iframe width=""560"" height=""315"" src=""https://criticalcommons.org/embed?m=Zc3bZhFaz"" frameborder=""0"" allowfullscreen></iframe>"
29,2010-01-24 03:14:04+00,2020-03-29 03:40:55.856037+00,The Ticket,"In the final comedy sketch, Jerry asks, “Why doesn't the traffic school instructor speed more often.  He's going there anyway...” ",1,uploads/clip-icons/pitch_ticket_clip2.jpg,4,1,,"<iframe width=""560"" height=""315"" src=""https://criticalcommons.org/embed?m=yDJFRkZOR"" frameborder=""0"" allowfullscreen></iframe>"
94,2010-01-25 00:45:38+00,2020-03-29 03:41:39.144058+00,The Trip (Part II),"In Part I, George asks Lupe, the maid at his hotel, to untuck the sheets at the foot of his bed, because he can't sleep if the sheets are too tight.   In Part II:  George is disappointed in Lupe, who didn't untuck his sheets as she had promised.  Jerry asks George if he remembered to tip Lupe, but George forgot (no incentive after you're gone and if you're not coming back).  Jerry says, “That's why communism failed.” (This story line crosses two episodes. The Season, Disc, and Time information below is for ""Part II."" See ""Part I"" for the Season, Disc and Time information for the other half.) THE VIDEO CLIP CONTAINS BOTH PARTS.",1,uploads/clip-icons/trip_.jpg,4,1,,"<iframe width=""560"" height=""315"" src=""https://criticalcommons.org/embed?m=RTW8b6mKv"" frameborder=""0"" allowfullscreen></iframe>"
17,2010-01-20 03:18:51+00,2020-03-29 03:42:20.416915+00,The Truth,"Jerry is being audited for contributing to a false charity.  He contributed because he and Elaine were on their first date, and he wanted to send a signal that he was a generous and compassionate man.  ",1,uploads/clip-icons/truth.jpg,3,1,,"<iframe width=""560"" height=""315"" src=""https://criticalcommons.org/embed?m=jn3PL3SGg"" frameborder=""0"" allowfullscreen></iframe>"
73,2010-01-24 06:10:57+00,2020-03-29 03:43:42.412583+00,The Wig Master,"Elaine goes out with a salesman who offers her a discount on a dress.  He wants sex, but would prefer for her not to take advantage of the discount—he's dangling it in front of her as an incentive.  She wants the discount, but would prefer not to have to sleep with him for it—she'd dangling it in front of him as an incentive. Both stall the other....and achieve a suboptimal social outcome.  Kramer says “you need to establish trust before you can have a free exchange of sex...and discounts, the cornerstones of a healthy relationship.”  ",1,uploads/clip-icons/wig_master.jpg,7,4,,"<iframe width=""560"" height=""315"" src=""https://criticalcommons.org/embed?m=A5lIsDKuZ"" frameborder=""0"" allowfullscreen></iframe>"
98,2010-08-03 19:33:07+00,2020-03-29 01:22:54.120438+00,The Big Salad,"At Elaine's request, George purchases a ""big salad"" for her from Monk's. When his girlfriend appears to take credit for this, George becomes obsessed over the issue. His altruism is not pure: George derives utility from the fact that the purchase is associated with his generosity.",1,uploads/clip-icons/seinfeld_big_salad.jpg,6,1,1,"<iframe width=""560"" height=""315"" src=""https://criticalcommons.org/embed?m=K0eQBh4Ak"" frameborder=""0"" allowfullscreen></iframe>"
52,2010-01-24 04:30:52+00,2020-03-29 03:42:57.566608+00,The Wife,"Jerry does something nicer for his dry cleaner, who then extends his family a discount. Jerry's girlfriend claims to be his wife in order to get the discount.  ",1,uploads/clip-icons/wife.jpg,5,4,,"<iframe width=""560"" height=""315"" src=""https://criticalcommons.org/embed?m=n2dM9TNKE"" frameborder=""0"" allowfullscreen></iframe>"
97,2010-08-03 19:30:19+00,2020-03-29 02:52:55.11062+00,The Mango,"George tells Jerry about his problems below the ""equator"", i.e. in bed with his latest girlfriend, Karen, and is concerned that she is faking orgasms. When Elaine enters the conversation, they discuss the issue of ""faking"" and Elaine confesses that she used to fake orgasms with Jerry when they were dating. Jerry is horrified, as he thought the orgasms were real.",1,uploads/clip-icons/mango_.jpg,5,1,1,"<iframe width=""560"" height=""315"" src=""https://criticalcommons.org/embed?m=aT247bq9H"" frameborder=""0"" allowfullscreen></iframe>"
93,2010-01-25 00:43:02+00,2020-03-29 03:41:28.931364+00,The Trip (Part I),"In Part I, George asks Lupe, the maid at his hotel, to untuck the sheets at the foot of his bed, because he can't sleep if the sheets are too tight.   In Part II:  George is disappointed in Lupe, who didn't untuck his sheets as she had promised.  Jerry asks George if he remembered to tip Lupe, but George forgot (no incentive after you're gone and if you're not coming back).  Jerry says, “That's why communism failed.” (This story line crosses two episodes. The Season, Disc, and Time information below is for ""Part I."" See ""Part II"" for the Season, Disc and Time information for the other half.) THE VIDEO CLIP CONTAINS BOTH PARTS.",1,uploads/clip-icons/trip.jpg,4,1,,"<iframe width=""560"" height=""315"" src=""https://criticalcommons.org/embed?m=RTW8b6mKv"" frameborder=""0"" allowfullscreen></iframe>"
36,2010-01-24 03:36:48+00,2020-03-29 03:27:52.657036+00,The Smelly Car,"While Jerry and Elaine are at a restaurant, a valet parking attendant with body odor leaves Jerry's car with a lingering smell.  The external costs are large: the smell attaches itself to Jerry and Elaine, who have to resort to costly measures to cleanse themselves.  Jerry attempts to recoup some of the damage by cleverly bargaining with the restaurant owner to cover the cost of cleaning the car.  In the end, the cleaning is not enough, and Jerry leaves the car and keys in plain sight hoping it will be stolen, in which case the insurance company will bear the loss.",1,uploads/clip-icons/smelly_car.jpg,4,4,,"<iframe width=""560"" height=""315"" src=""https://criticalcommons.org/embed?m=2VQV6vi1p"" frameborder=""0"" allowfullscreen></iframe>"
96,2010-08-03 19:26:55+00,2020-03-29 02:45:00.878006+00,The Junior Mint,"Kramer & Jerry go to visit Elaine's ex-boyfriend, who is in hospital undergoing surgery. While at the hospital, Kramer persuades Jerry to watch the operation with him in a gallery above the operating theatre. When Kramer sneaks in candy and forces it on Jerry, Jerry knocks his hand and a Junior Mint falls from the gallery and lands inside the patient! Jerry thinks he may have killed the guy but he makes a miraculous recovery!",1,uploads/clip-icons/seinfeld_episodejuniormint.jpg,4,4,1,"<iframe width=""560"" height=""315"" src=""https://criticalcommons.org/embed?m=8H6FtQhD6"" frameborder=""0"" allowfullscreen></iframe>"
95,2010-08-03 19:11:15+00,2020-03-29 03:09:07.505749+00,The Parking Garage,"Kramer has forgotten where he parked his car in a multi-level parking garage of a shopping mall and the gang walk around for an eternity looking for the car. Jerry needs to urinate and Kramer encourages him to do so in a dark corner where no one can see him. While doing so, he is spotted by an officer, and held in the officer's booth. Later in the episode, George is caught doing the same thing.
",1,uploads/clip-icons/5_The_Parking_Garage.jpg,3,2,1,"<iframe width=""560"" height=""315"" src=""https://criticalcommons.org/embed?m=EaZCEjlnN"" frameborder=""0"" allowfullscreen></iframe>"
40,2010-01-24 03:46:58+00,2020-03-29 03:34:48.28214+00,The Stock Tip,"George convinces Jerry to invest in a stock his broker has recommended, based on inside information.  ",1,uploads/clip-icons/stock_tip_clip3.jpg,1,1,,"<iframe width=""560"" height=""315"" src=""https://criticalcommons.org/embed?m=emAGep36X"" frameborder=""0"" allowfullscreen></iframe>"
99,2010-08-03 19:39:16+00,2020-03-29 03:39:44.564913+00,The Susie,"George discovers that his current girlfriend, Alison, wants to break up with him. He goes to amazing lengths to avoid her, not leaving his house and screening his phone calls, reasoning that, ""If she can't find me, she can't break up with me.""
",1,uploads/clip-icons/seinfeld-george-answering-2.jpg,8,3,1,"<iframe width=""560"" height=""315"" src=""https://criticalcommons.org/embed?m=uAlt6MHj3"" frameborder=""0"" allowfullscreen></iframe>"
1,2010-01-19 06:15:48+00,2020-03-29 03:12:58.337295+00,The Pilot,"Girl calls Jerry and tells him, “I have to be in town for a conference, but I can't find a decent hotel room in Manhattan.”  George and Kramer say that these are signals.  The girl arrives, and sends many additional signals (at least Jerry thinks she does), but ultimately tells Jerry that she's engaged.  What Jerry needs is a screening device.",1,uploads/clip-icons/pilot.jpg,1,1,,"<iframe width=""560"" height=""315"" src=""https://criticalcommons.org/embed?m=rsIOYLbOP"" frameborder=""0"" allowfullscreen></iframe>"
101,2010-12-17 20:01:12.433629+00,2020-03-29 03:32:40.027591+00,The Stand-In,"Kramer and Mickey are playing Rock, paper, Scissors. Kramer plays ""paper"" while Mickey plays ""rock"". Mickey tells Kramer he wins because ""nothing beats rock"". The rest of the rounds are then a draw because Kramer and Mickey both only play ""rock.""",1,uploads/clip-icons/standin.jpg,5,3,,"<iframe width=""560"" height=""315"" src=""https://criticalcommons.org/embed?m=oXfurFD43"" frameborder=""0"" allowfullscreen></iframe>"
87,2010-01-25 00:26:34+00,2020-03-29 01:23:42.572332+00,The Blood,"In this episode, Kramer is donating blood and saving it in a blood bank for future use.  He becomes dissatisfied with high fees at the blood bank, and decides to keep it at home instead.  In the meantime, Jerry nicks his jugular with an Exacto knife and needs blood. He awakens in the hospital with three pints of Kramer's blood in him.  This illustrates that when savers save, their assets don't sit idle;  they are immediately channeled to some productive investment most often by the banking system or another intermediary (such as the blood bank in this example), but sometimes through direct transfer (such is the case with direct purchase of stocks and bonds, and in this example, the direct transfer of Kramer's blood to Jerry).  ",1,uploads/clip-icons/blood.jpg,9,1,,"<iframe width=""560"" height=""315"" src=""https://criticalcommons.org/embed?m=DSu7OwK7Y"" frameborder=""0"" allowfullscreen></iframe>"
83,2010-01-25 00:07:48+00,2020-03-29 01:33:50.832826+00,The Checks,"Kramer ends up hosting a group of Japanese tourists, saying, “Manhattan can be quite pricey, even with 50,000 yen.”  To which Elaine says, “50,000 yen—isn't that only a few hundred dollars?”  “Evidently,” Kramer replies.  This illustrates the nominal exchange rate (50,000 yen for a few hundred dollars) and points to the idea of the real exchange rate (in terms of purchasing power, 50,000 yen doesn't purchase many visiting days in Manhattan).  ",1,uploads/clip-icons/checks.jpg,8,2,,"<iframe width=""560"" height=""315"" src=""https://criticalcommons.org/embed?m=IES5QN42M"" frameborder=""0"" allowfullscreen></iframe>"
51,2010-01-24 04:27:48+00,2020-03-29 02:25:58.398415+00,The Fire,"At a birthday party for his girlfriend's son, a fire breaks out and George rushes to the door pushing everyone else (including old women and children) out of his way.",1,uploads/clip-icons/fire.jpg,5,4,3,"<iframe width=""560"" height=""315"" src=""https://criticalcommons.org/embed?m=GZTKABRCw"" frameborder=""0"" allowfullscreen></iframe>"
100,2010-08-03 19:46:43+00,2020-03-29 02:56:44.542607+00,The Marine Biologist,"Elaine's firm, Pendant Publishing, is courting a Russian author, Yuri Testikov. Upon hearing Elaine's electronic organizer (given to her by Kramer), beep repeatedly, he angrily tosses it out of the window of the limousine they were sharing. The organizer hits a woman in the head while she is walking down the street. Elaine wants Testikov to pay for the woman's medical bill, so she and Jerry go to confront him in his hotel room. Elaine carries a tape recorder in her bag. Testikov hears a noise and thinks they are spying on him; he reacts by throwing the tape recorder out the window, hitting the same woman in the head while she waits outside to return the electronic organizer.",1,uploads/clip-icons/5_seinfeld-the_marine_biologist-2010-04-07-1.jpg,5,3,1,"<iframe width=""560"" height=""315"" src=""https://criticalcommons.org/embed?m=mVABV31ZG"" frameborder=""0"" allowfullscreen></iframe>"
47,2010-01-24 04:13:40+00,2020-03-29 03:32:01.171444+00,The Stall,"Elaine is in the bathroom, and finds her stall out of toilet paper.  She asks the woman in the next stall if she can spare a square, but the woman says no.  The woman turns out to be Jerry's date, and eventually he defends her by likening the scarce toilet paper to water in the desert:  “You wouldn't ask a dying man in the desert for his canteen, would you?”",1,uploads/clip-icons/stall.jpg,5,3,,"<iframe width=""560"" height=""315"" src=""https://criticalcommons.org/embed?m=EAsotdF6Y"" frameborder=""0"" allowfullscreen></iframe>"
102,2010-12-17 21:06:51.616905+00,2020-03-29 02:38:49.177779+00,The Glasses,"In his opening comedy sketch, Jerry laments that his ""Night Guy"" always wants to stay up late, but then ""Morning Guy"" must bear the cost of not getting enough sleep. This is a great example of the dual-self problem discussed in behavioral economics.",1,uploads/clip-icons/glasses_2.jpg,5,1,2,"<iframe width=""560"" height=""315"" src=""https://criticalcommons.org/embed?m=C5UYOlhht"" frameborder=""0"" allowfullscreen></iframe>"
